,Name,Discounted Price,Actual Price,Saving,Rating,Reviews,Brand,Core,SSD,Model
286,HP Envy 2 in 1 16 AC0023dx Intel Core Ultra 7 155U Processor (16GB-1tb),251999.0,299000.0,16% OFF,,,HP,Ultra 7,,Envy 2 in 1 16 AC0023dx Intel Core Ultra 7 155U Processor
287,HP 15s FD0110TU - Raptor Lake - 13th Gen Core i7 (16GB-512GB),222999.0,270000.0,17% OFF,,,HP,Core i7,,15s FD0110TU - Raptor Lake - 13th Gen Core i7
288,Lenovo ThinkPad E14 Gen 4 Ryzen 5 DOS,141999.0,180000.0,21% OFF,,,Lenovo,Ryzen 5,,ThinkPad E14 Gen 4 Ryzen 5 DOS
289,Apple MacBook Air MRXN3 M3 8-Core Chip,288999.0,300000.0,4% OFF,,,Apple,M3,,MacBook Air MRXN3 M3 8-Core Chip
290,Dell Inspiron 15 3530 13th Gen Core i7 1355U (16GB-512GB SSD),189999.0,219999.0,14% OFF,,,Dell,Core i7,16GB-512GB SSD,Inspiron 15 3530 13th Gen Core i7 1355U
291,Dell Inspiron 3535 AMD Ryzen 7-7730U (16GB-512GB SSD),134499.0,142999.0,6% OFF,,,Dell,Ryzen 7,16GB-512GB SSD,Inspiron 3535 AMD Ryzen 7-7730U
292,Acer Predator Helios Neo PH16-72-99PA Intel Core i9-14900HX (32GB-1TB SSD),430999.0,449999.0,4% OFF,,,Acer,Core i9,,Predator Helios Neo PH16-72-99PA Intel Core i9-14900HX
293,Acer Predator Helios Neo PH16-72-97T1 Intel Core i9-14900HX (32GB-1TB SSD),781999.0,950000.0,18% OFF,,,Acer,Core i9,,Predator Helios Neo PH16-72-97T1 Intel Core i9-14900HX
294,ASUS ROG Zephyrus G14 GA403UM Ryzen 9-270 (16GB-1TB SSD) RTX 5060 8GB,499999.0,550000.0,9% OFF,,,ASUS,Ryzen 9,,ROG Zephyrus G14 GA403UM Ryzen 9-270  RTX 5060 8GB
295,Lenovo ThinkPad E15 15.6 Inches AMD Ryzen 7 (08GB RAM - 512GB SSD),145500.0,,,,,Lenovo,Ryzen 7,512GB SSD,ThinkPad E15 15.6 Inches AMD Ryzen 7
296,ASUS Expertbook B3402FB 12th gen Core i7 (16GB-512GB),225000.0,,,,,ASUS,Core i7,,Expertbook B3402FB 12th gen Core i7
297,ASUS TUF FX507ZC4-HN096 12th Gen Core i5 (16GB-512GB),260000.0,,,,,ASUS,Core i5,,TUF FX507ZC4-HN096 12th Gen Core i5
298,Lenovo Thinkpad E15 15.6 Inches Core i5 (8GB RAM - 512GB HDD),153000.0,,,,,Lenovo,Core i5,,Thinkpad E15 15.6 Inches Core i5
299,ASUS Expertbook B1402CBA 12th Gen Core i5 (8GB-512GB),155000.0,,,,,ASUS,Core i5,,Expertbook B1402CBA 12th Gen Core i5
300,ASUS TUF FX507ZC4-HN153 12th Gen Core i7 (16GB-512GB),300000.0,,,,,ASUS,Core i7,,TUF FX507ZC4-HN153 12th Gen Core i7
301,ASUS TUF FX507ZV4-LP349 12th Gen Core i7 (16GB-512GB),345000.0,,,,,ASUS,Core i7,,TUF FX507ZV4-LP349 12th Gen Core i7
302,Infinix GT BOOK Core i9 13900H (32GB - 1TB),442999.0,,,,,Infinix,Core i9,,GT BOOK Core i9 13900H
303,ASUS Expertbook B1500CBA 12th Gen Core i7 (16GB-512GB),205000.0,,,,,ASUS,Core i7,,Expertbook B1500CBA 12th Gen Core i7
304,ASUS TUF FX507ZC4-HN129 12th Gen Core i5 (8GB-512GB),255000.0,,,,,ASUS,Core i5,,TUF FX507ZC4-HN129 12th Gen Core i5
305,Asus ROG Zephyrus G15 GA503QR 15.6 Inches Ryzen 9 5900HS Octa-Core (16GB RAM - 1TB SSD),399900.0,,,,,Asus,Ryzen 9,,ROG Zephyrus G15 GA503QR 15.6 Inches Ryzen 9 5900HS Octa-Core
